generated,reference,distance,changes,features_comment,features_documented,address
zaōϑre,zaōϑre,0,,,,"[{'id': 'Y2.19a', 'index': 0}]"
barəsmanaēca,barəsmanaēca,0,,,,"[{'id': 'Y2.19a', 'index': 1}]"
aṣ̌āunąm,aṣ̌āunąm,0,,,,"[{'id': 'Y2.19a', 'index': 2}]"
vaŋhīš,vaŋᵛhīš,1,ŋ to ŋᵛ,,False,"[{'id': 'Y2.19a', 'index': 3}, {'id': 'Y2.19a', 'index': 4}]"
sīrā̊,sūrā̊,1,ī to ū,,False,"[{'id': 'Y2.19a', 'index': 5}]"
spəṇtā̊,spəṇtā̊,0,,,,"[{'id': 'Y2.19a', 'index': 6}]"
frauuašiiō,frauuašaiiō,1,"ii to ai, i deleted",,False,"[{'id': 'Y2.19a', 'index': 7}]"
ahmiia,aɱiia,1,"h to ɱ, m inserted",,False,"[{'id': 'Y2.20a', 'index': 0}]"
zaōϑre,zaōϑre,0,,,,"[{'id': 'Y2.20a', 'index': 1}]"
barəsmanaēca,barəsmanaēca,0,,,,"[{'id': 'Y2.20a', 'index': 2}]"
vīspe,vīspe,0,,,,"[{'id': 'Y2.20a', 'index': 3}, {'id': 'Y2.20a', 'index': 4}]"
aṣ̌auuanō,aṣ̌auuanō,0,,,,"[{'id': 'Y2.20a', 'index': 5}]"
yazata,yazata,0,,,,"[{'id': 'Y2.20a', 'index': 6}]"
vīspe,vīspe,0,,,,"[{'id': 'Y2.20a', 'index': 7}, {'id': 'Y2.20b', 'index': 0}, {'id': 'Y2.20b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y2.20b', 'index': 2}]"
ratauuō,ratauuō,0,,,,"[{'id': 'Y2.20b', 'index': 3}]"
hāuuanīm,hāuuanīm,0,,,,"[{'id': 'Y2.20b', 'index': 4}, {'id': 'Y2.20c', 'index': 0}, {'id': 'Y2.20c', 'index': 1}]"
paiti,paiti,0,,,,"[{'id': 'Y2.20c', 'index': 2}]"
ratīm,ratūm,1,ī to ū,,False,"[{'id': 'Y2.20c', 'index': 3}]"
sāuuaŋhīm,sāuuaŋhaēm,1,ī to aē,,False,"[{'id': 'Y2.20c', 'index': 4}]"
vīsīmca,vīsīmca,0,,,,"[{'id': 'Y2.20c', 'index': 5}, {'id': 'Y2.20c', 'index': 6}]"
paiti,paiti,0,,,,"[{'id': 'Y2.20c', 'index': 7}]"
ratīm,ratūm,1,ī to ū,,False,"[{'id': 'Y2.20c', 'index': 8}]"
ratauuō,ratauuō,0,,,,"[{'id': 'Y2.20c', 'index': 9}]"
vīspe,vīspe,0,,,,"[{'id': 'Y2.20c', 'index': 10}, {'id': 'Y2.20c', 'index': 11}]"
mazišta,mazišta,0,,,,"[{'id': 'Y2.20c', 'index': 12}]"
paiti,paiti,0,,,,"[{'id': 'Y2.20c', 'index': 13}]"
ratīm,ratūm,1,ī to ū,,False,"[{'id': 'Y2.20c', 'index': 14}]"
barəsmana,barəsmana,0,,,,"[{'id': 'Y2.20c', 'index': 15}, {'id': 'Y3.1a', 'index': 0}]"
paitibərəta,paitibərəta,0,,,,"[{'id': 'Y3.1a', 'index': 1}]"
haδazaōϑra,haδazaōϑra,0,,,,"[{'id': 'Y3.1a', 'index': 2}, {'id': 'Y3.1a', 'index': 3}]"
hāuuanōiš,hāuuanōiš,0,,,,"[{'id': 'Y3.1a', 'index': 4}]"
raϑβō,raϑβō,0,,,,"[{'id': 'Y3.1a', 'index': 5}]"
xᵛarətəmmiiazdəm,xᵛarəϑəmmiiazdəm,2,t to ϑ,,False,"[{'id': 'Y3.1a', 'index': 6}]"
hauruuata,hauruuata,0,,,,"[{'id': 'Y3.1a', 'index': 7}]"
amərətāta,amərətāta,0,,,,"[{'id': 'Y3.1a', 'index': 8}, {'id': 'Y3.1a', 'index': 9}]"
gāuš,gāuš,0,,,,"[{'id': 'Y3.1a', 'index': 10}]"
huδā̊,hudā̊,1,δ to d,,False,"[{'id': 'Y3.1a', 'index': 11}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.1a', 'index': 12}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y3.1a', 'index': 13}, {'id': 'Y3.1a', 'index': 14}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y3.1a', 'index': 15}]"
aməṣ̌anąm,aməṣ̌anąm,0,,,,"[{'id': 'Y3.1a', 'index': 16}]"
spəṇtanąm,spəṇtanąm,0,,,,"[{'id': 'Y3.1a', 'index': 17}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.1a', 'index': 18}]"
sraōšahe,sraōšahe,0,,,,"[{'id': 'Y3.1a', 'index': 19}]"
aṣ̌iiehe,aṣ̌iiehe,0,,,,"[{'id': 'Y3.1a', 'index': 20}]"
aṣ̌auuanō,aṣ̌auuanō,0,,,,"[{'id': 'Y3.1a', 'index': 21}, {'id': 'Y3.1a', 'index': 22}]"
aṣ̌auuatō,aṣ̌iuuatō,1,"au to i, u to uu",,False,"[{'id': 'Y3.1a', 'index': 23}, {'id': 'Y3.1a', 'index': 24}]"
aṣ̌auuanō,aṣ̌auuanō,0,,,,"[{'id': 'Y3.1a', 'index': 25}]"
aṣ̌auuatō,aṣ̌iuuatō,1,"au to i, u to uu",,False,"[{'id': 'Y3.1a', 'index': 26}]"
vərəϑrājanō,vərəϑrājanō,0,,,,"[{'id': 'Y3.1a', 'index': 27}]"
frādat̰gaēϑahe,frādat̰gaēϑahe,0,,,,"[{'id': 'Y3.1a', 'index': 28}]"
haōməmca,haōməmca,0,,,,"[{'id': 'Y3.1a', 'index': 29}, {'id': 'Y3.2a', 'index': 0}]"
parahaōməmca,parahaōməmca,0,,,,"[{'id': 'Y3.2a', 'index': 1}]"
parahaōməmca,parahaōməmca,0,,,,"[{'id': 'Y3.2a', 'index': 2}, {'id': 'Y3.2a', 'index': 3}, {'id': 'Y3.2a', 'index': 4}]"
parahaōməmca,parahaōməmca,0,,,,"[{'id': 'Y3.2a', 'index': 5}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.2a', 'index': 6}, {'id': 'Y3.2b', 'index': 0}]"
zaraϑuštrahe,zaraϑuštrahe,0,,,,"[{'id': 'Y3.2b', 'index': 1}, {'id': 'Y3.2b', 'index': 2}]"
spətāmahe,spitāmahe,1,ə to i,,False,"[{'id': 'Y3.2b', 'index': 3}]"
aṣ̌aōnō,aṣ̌aōnō,0,,,,"[{'id': 'Y3.2b', 'index': 4}]"
frauuaṣ̌ə̄e,frauuaṣ̌ə̄e,0,,,,"[{'id': 'Y3.2b', 'index': 5}]"
aēsmą,aēsmą,0,,,,"[{'id': 'Y3.2b', 'index': 6}, {'id': 'Y3.2c', 'index': 0}]"
baōiδi,baōiδi,0,,,,"[{'id': 'Y3.2c', 'index': 1}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.2c', 'index': 2}, {'id': 'Y3.2d', 'index': 0}]"
tauua,tauua,0,,,,"[{'id': 'Y3.2d', 'index': 1}, {'id': 'Y3.2d', 'index': 2}]"
āϑrō,āϑrō,0,,,,"[{'id': 'Y3.2d', 'index': 3}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y3.2d', 'index': 4}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y3.2d', 'index': 5}]"
puϑra,puϑra,0,,,,"[{'id': 'Y3.2d', 'index': 6}]"
haōmą,haōmą,0,,,,"[{'id': 'Y3.2d', 'index': 7}, {'id': 'Y3.3a', 'index': 0}, {'id': 'Y3.3a', 'index': 1}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.3a', 'index': 2}, {'id': 'Y3.3b', 'index': 0}]"
aiβiiō,aiβiiō,0,,,,"[{'id': 'Y3.3b', 'index': 1}]"
vaŋhībiiō,vaŋᵛhībiiō,1,ŋ to ŋᵛ,,False,"[{'id': 'Y3.3b', 'index': 2}, {'id': 'Y3.3b', 'index': 3}]"
apąm,apąm,0,,,,"[{'id': 'Y3.3b', 'index': 4}]"
vaŋhīnąm,vaŋᵛhīnąm,1,ŋ to ŋᵛ,,False,"[{'id': 'Y3.3b', 'index': 5}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y3.3b', 'index': 6}, {'id': 'Y3.3b', 'index': 7}]"
āpəm,āpəm,0,,,,"[{'id': 'Y3.3b', 'index': 8}, {'id': 'Y3.3c', 'index': 0}]"
haōmiiąm,haōmiiąm,0,,,,"[{'id': 'Y3.3c', 'index': 1}]"
gąm,gąm,0,,,,"[{'id': 'Y3.3c', 'index': 2}]"
jīuuiiąm,jīuuiiąm,0,,,,"[{'id': 'Y3.3c', 'index': 3}, {'id': 'Y3.3c', 'index': 4}]"
uruuarąm,uruuarąm,0,,,,"[{'id': 'Y3.3c', 'index': 5}, {'id': 'Y3.3d', 'index': 0}]"
haδānaēpatąm,haδānaēpatąm,0,,,,"[{'id': 'Y3.3c', 'index': 5}, {'id': 'Y3.3d', 'index': 0.5}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y3.3d', 'index': 1}]"
uzdātąm,uzdātąm,0,,,,"[{'id': 'Y3.3d', 'index': 2}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.3d', 'index': 3}, {'id': 'Y3.3e', 'index': 0}]"
apąm,apąm,0,,,,"[{'id': 'Y3.3e', 'index': 1}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y3.3e', 'index': 2}]"
imat̰,imat̰,0,,,,"[{'id': 'Y3.3e', 'index': 3}, {'id': 'Y3.4a', 'index': 0}]"
barəsma,barəsma,0,,,,"[{'id': 'Y3.4a', 'index': 1}]"
haδazaōϑrəm,haδazaōϑrəm,0,,,,"[{'id': 'Y3.4a', 'index': 2.0}]"
haδaaiβiiā̊ŋhanəm,haδaaiβiiā̊ŋhanəm,0,,,,"[{'id': 'Y3.4a', 'index': 2}, {'id': 'Y3.4a', 'index': 3}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y3.4a', 'index': 4}]"
frastarətəm,frastarətəm,0,,,,"[{'id': 'Y3.4a', 'index': 5}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.4a', 'index': 6}, {'id': 'Y3.4a', 'index': 7}]"
aməṣ̌anąm,aməṣ̌anąm,0,,,,"[{'id': 'Y3.4a', 'index': 8}]"
spəṇtanąm,spəṇtanąm,0,,,,"[{'id': 'Y3.4a', 'index': 9}]"
vāca,vāca,0,,,,"[{'id': 'Y3.4a', 'index': 10}, {'id': 'Y3.4b', 'index': 0}]"
humata,humata,0,,,,"[{'id': 'Y3.4b', 'index': 1}]"
hīxta,hūxta,1,ī to ū,,False,"[{'id': 'Y3.4b', 'index': 2}]"
huuarəšta,huuaršta,1,ə inserted,,False,"[{'id': 'Y3.4b', 'index': 3}]"
gāϑanąmca,gāϑanąmca,0,,,,"[{'id': 'Y3.4b', 'index': 4}, {'id': 'Y3.4c', 'index': 0}]"
sraōϑrəm,sraōϑrəm,0,,,,"[{'id': 'Y3.4c', 'index': 1}]"
huuarəštā̊,huuarštā̊,1,ə inserted,,False,"[{'id': 'Y3.4c', 'index': 2}, {'id': 'Y3.4c', 'index': 3}]"
mąϑrā̊,mąϑrā̊,0,,,,"[{'id': 'Y3.4c', 'index': 4}]"
imąm,imąm,0,,,,"[{'id': 'Y3.4c', 'index': 5}, {'id': 'Y3.4d', 'index': 0}]"
aŋhuiiąmca,aŋhuiiąmca,0,,,,"[{'id': 'Y3.4d', 'index': 1}]"
aṣ̌aiiąmca,aṣ̌aiiąmca,0,,,,"[{'id': 'Y3.4d', 'index': 2}]"
raϑβąmca,raϑβąmca,0,,,,"[{'id': 'Y3.4d', 'index': 3}]"
ratufrətīmca,ratufritīmca,1,ə to i,,False,"[{'id': 'Y3.4d', 'index': 4}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.4d', 'index': 5}, {'id': 'Y3.4e', 'index': 0}]"
yazatanąm,yazatanąm,0,,,,"[{'id': 'Y3.4e', 'index': 1}]"
aṣ̌āunąm,aṣ̌āunąm,0,,,,"[{'id': 'Y3.4e', 'index': 2}, {'id': 'Y3.4e', 'index': 3}]"
maińiiauuanąm,maińiiauuanąm,0,,,,"[{'id': 'Y3.4e', 'index': 4}]"
gaēϑiianąm,gaēϑiianąm,0,,,,"[{'id': 'Y3.4e', 'index': 5}]"
xšnīmaine,xšnūmaine,1,ī to ū,,False,"[{'id': 'Y3.4e', 'index': 6}, {'id': 'Y3.4e', 'index': 7}]"
hauuahe,hauuahe,0,,,,"[{'id': 'Y3.4e', 'index': 8}]"
urunō,urunō,0,,,,"[{'id': 'Y3.4e', 'index': 12}]"
asniiaēbiiō,asńiiaēibiiō,2,"n to ń, i deleted",,False,"[{'id': 'Y3.5a', 'index': 0}, {'id': 'Y3.5a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.5a', 'index': 2}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y3.5a', 'index': 3}]"
hāuuanə̄e,hāuuanə̄e,0,,,,"[{'id': 'Y3.5a', 'index': 4}]"
aṣ̌ne,aṣ̌aōne,1,aō deleted,,False,"[{'id': 'Y3.5a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.5a', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.5a', 'index': 8}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,,,,"[{'id': 'Y3.5a', 'index': 9}, {'id': 'Y3.5b', 'index': 0}]"
vīsiiāica,vīsiiāica,0,,,,"[{'id': 'Y3.5b', 'index': 1}, {'id': 'Y3.5b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.5b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.5b', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.5b', 'index': 5}]"
miϑrahe,miϑrahe,0,,,,"[{'id': 'Y3.5b', 'index': 6}, {'id': 'Y3.5c', 'index': 0}]"
vourugaōiiaōitōiš,vourugaōiiaōtōiš,0,i inserted,,False,"[{'id': 'Y3.5c', 'index': 1}]"
hazaŋrōgaōšahe,hazaŋhrōgaōšahe,0,h deleted,,False,"[{'id': 'Y3.5c', 'index': 1.5}]"
baēuuarəcašmanō,baēuuarəcašmanō,0,,,,"[{'id': 'Y3.5c', 'index': 2}]"
aōxtōnāmanō,aōxtōnāmanō,0,,,,"[{'id': 'Y3.5c', 'index': 3}]"
yazatahe,yazatahe,0,,,,"[{'id': 'Y3.5c', 'index': 4}]"
rāmanō,rāmanō,0,,,,"[{'id': 'Y3.5c', 'index': 5}]"
xᵛāstrahe,xᵛāstrahe,0,,,,"[{'id': 'Y3.5c', 'index': 6}]"
rapiϑβināi,rapiϑβināi,0,,,,"[{'id': 'Y3.5c', 'index': 7}, {'id': 'Y3.6a', 'index': 0}]"
aṣ̌aōnō,aṣ̌aōne,0,ō to e,,False,"[{'id': 'Y3.6a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.6a', 'index': 1.5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.6a', 'index': 2}]"
frādat̰fšauue,frādat̰fšauue,0,,,,"[{'id': 'Y3.6a', 'index': 3}]"
zaṇtumāica,zaṇtumāica,0,,,,"[{'id': 'Y3.6b', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.6b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.6b', 'index': 2}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.6b', 'index': 3}]"
frādat̰fšauue,frādat̰fšauue,0,,,,"[{'id': 'Y3.6b', 'index': 4}, {'id': 'Y3.6c', 'index': 0}]"
zaṇtumāica,zaṇtumāica,0,,,,"[{'id': 'Y3.6c', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.6c', 'index': 2}, {'id': 'Y3.6c', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.6c', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.6c', 'index': 5}]"
frādat̰fšauue,frādat̰fšauue,0,,,,"[{'id': 'Y3.6c', 'index': 6}]"
zaṇtumāica,zaṇtumāica,2,,,,"[{'id': 'Y3.6c', 'index': 7}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.6c', 'index': 8}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.6c', 'index': 9}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.6c', 'index': 10}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.6c', 'index': 12}]"
vahištahe,vahištahe,0,,,,"[{'id': 'Y3.6c', 'index': 13}]"
āϑrasca,āϑrasca,0,,,,"[{'id': 'Y3.6c', 'index': 14}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y3.6c', 'index': 15}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y3.6c', 'index': 16}]"
uzaiieirənāi,uzaiieirināi,1,ə to i,,False,"[{'id': 'Y3.6c', 'index': 17}, {'id': 'Y3.7a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.7a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.7a', 'index': 2}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.7a', 'index': 2.5}, {'id': 'Y3.7b', 'index': 0}]"
frādat̰vīrāi,frādat̰vīrāi,0,,,,"[{'id': 'Y3.7a', 'index': 3}, {'id': 'Y3.7b', 'index': 0}]"
dax́iiumāica,dax́iiumāica,0,,,,"[{'id': 'Y3.7b', 'index': 1}, {'id': 'Y3.7b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.7b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.7b', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.7b', 'index': 5}]"
bərəzatō,bərəzatō,0,,,,"[{'id': 'Y3.7b', 'index': 6}, {'id': 'Y3.7c', 'index': 0}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y3.7c', 'index': 1}]"
nafəδrō,nafəδrō,0,,,,"[{'id': 'Y3.7c', 'index': 2}]"
apąm,apąm,0,,,,"[{'id': 'Y3.7c', 'index': 3}]"
apasca,apasca,0,,,,"[{'id': 'Y3.7c', 'index': 4}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,,,,"[{'id': 'Y3.7c', 'index': 5}]"
aiβisrīϑrəmāi,aiβisrūϑrimāi,2,"ī to ū, ə to i",,False,"[{'id': 'Y3.7c', 'index': 6}]"
aibigiiāi,aibigaiiāi,1,"ii to ai, i deleted",,False,"[{'id': 'Y3.8a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.8a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.8a', 'index': 2}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.8a', 'index': 3}]"
frādat̰vīspąmhujiiātə̄e,frādat̰vīspąmhujiiātə̄e,0,,,,"[{'id': 'Y3.8a', 'index': 4}, {'id': 'Y3.8b', 'index': 0}]"
zaraϑuštrōtəmāica,zaraϑuštrōtəmāica,0,,,,"[{'id': 'Y3.8b', 'index': 1}, {'id': 'Y3.8b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.8b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.8b', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.8b', 'index': 5}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,,,,"[{'id': 'Y3.8b', 'index': 6}, {'id': 'Y3.8c', 'index': 0}]"
frauuašanąm,frauuaṣ̌inąm,2,"š to ṣ̌, a to i",,False,"[{'id': 'Y3.8c', 'index': 1}]"
γə̄nąnąmca,γə̄nąnąmca,0,,,,"[{'id': 'Y3.8c', 'index': 2}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,,,,"[{'id': 'Y3.8c', 'index': 2.5}]"
yāiriiaiiā̊sca,yāiriiaiiā̊sca,0,,,,"[{'id': 'Y3.8c', 'index': 3}]"
hušatōiš,hušitōiš,1,a to i,,False,"[{'id': 'Y3.8c', 'index': 4}, {'id': 'Y3.8c', 'index': 5}]"
amaheca,amaheca,0,,,,"[{'id': 'Y3.8c', 'index': 6}]"
hutāštahe,hutāštahe,0,,,,"[{'id': 'Y3.8c', 'index': 7}]"
huraōδahe,huraōδahe,0,,,,"[{'id': 'Y3.8c', 'index': 8}, {'id': 'Y3.8c', 'index': 9}]"
vərəϑraγnaheca,vərəϑraγnaheca,0,,,,"[{'id': 'Y3.8c', 'index': 10}]"
ahuraδātahe,ahuraδātahe,0,,,,"[{'id': 'Y3.8c', 'index': 11}]"
vanaiṇtiiā̊sca,vanaiṇtiiā̊sca,0,,,,"[{'id': 'Y3.8c', 'index': 12}]"
uparatātō,uparatātō,0,,,,"[{'id': 'Y3.8c', 'index': 13}]"
ušahināi,ušahināi,0,,,,"[{'id': 'Y3.8c', 'index': 14}, {'id': 'Y3.9a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.9a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.9a', 'index': 2}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.9a', 'index': 3}]"
bərəjiiāi,bərəjiiāi,0,,,,"[{'id': 'Y3.9a', 'index': 4}, {'id': 'Y3.9b', 'index': 0}]"
nmāniiāica,nmāńiiāica,1,n to ń,,False,"[{'id': 'Y3.9b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.9b', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.9b', 'index': 4}]"
sraōšahe,sraōšahe,0,,,,"[{'id': 'Y3.9b', 'index': 5}, {'id': 'Y3.9c', 'index': 0}, {'id': 'Y3.9c', 'index': 1}]"
aṣ̌iiehe,aṣ̌iiehe,0,,,,"[{'id': 'Y3.9c', 'index': 2}]"
aṣ̌auuatō,aṣ̌iuuatō,1,"au to i, u to uu",,False,"[{'id': 'Y3.9c', 'index': 3}]"
vərəϑrājanō,vərəϑrājanō,0,,,,"[{'id': 'Y3.9c', 'index': 4}]"
frādat̰gaēϑahe,frādat̰gaēϑahe,0,,,,"[{'id': 'Y3.9c', 'index': 4.5}]"
rašnaōiš,rašnaōš,1,i inserted,,False,"[{'id': 'Y3.9c', 'index': 5}]"
razištahe,razištahe,0,,,,"[{'id': 'Y3.9c', 'index': 6}]"
arəštātasca,arštātasca,1,ə inserted,,False,"[{'id': 'Y3.9c', 'index': 7}]"
frādat̰gaēϑaiiā̊,frādat̰gaēϑaiiā̊,0,,,,"[{'id': 'Y3.9c', 'index': 8}]"
vərədat̰gaēϑaiiā̊,varədat̰gaēϑaiiā̊,1,ə to a,,False,"[{'id': 'Y3.9c', 'index': 9}, {'id': 'Y3.9c', 'index': 10}]"
māhiiaēibiiō,māhiiaēibiiō,0,,,,"[{'id': 'Y3.9c', 'index': 11}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.10a', 'index': 0}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y3.10a', 'index': 1}]"
aṇtarəmā̊ŋhāi,aṇtarəmā̊ŋhāi,0,,,,"[{'id': 'Y3.10a', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.10a', 'index': 3}, {'id': 'Y3.10a', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.10a', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.10a', 'index': 6}]"
pərənōmā̊ŋhāi,pərənōmā̊ŋhāi,0,,,,"[{'id': 'Y3.10a', 'index': 7}, {'id': 'Y3.10b', 'index': 0}]"
vīšaptaϑāi,vīšaptaϑāica,2,"c deleted, a deleted",,False,"[{'id': 'Y3.10b', 'index': 1}]"
vīšaptaϑāica,vīšaptaϑāica,0,,,,"[{'id': 'Y3.10b', 'index': 2}]"
vīšaptaϑāi,vīšaptaϑāica,2,"c deleted, a deleted",,False,"[{'id': 'Y3.10b', 'index': 3}]"
vīšaptaϑāica,vīšaptaϑāica,0,,,,"[{'id': 'Y3.10b', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.10b', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.10b', 'index': 6}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.10b', 'index': 7}]"
yāiriiēibiiō,yāiriiēibiiō,0,,,,"[{'id': 'Y3.10b', 'index': 8}, {'id': 'Y3.11a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.11a', 'index': 1}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y3.11a', 'index': 2}]"
maiδiiōizaramiiāi,maiδiiōizarəmaiiāi,2,"a to ə, ii to ai, i deleted",,False,"[{'id': 'Y3.11a', 'index': 2.5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.11a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.11a', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.11a', 'index': 5}]"
maiδiiōišəmāi,maiδiiōišəmāi,0,,,,"[{'id': 'Y3.11a', 'index': 6}, {'id': 'Y3.11b', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.11b', 'index': 1}, {'id': 'Y3.11b', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.11b', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.11b', 'index': 4}]"
paitišahiiāi,paitišhahiiāi,1,h deleted,,False,"[{'id': 'Y3.11b', 'index': 5}, {'id': 'Y3.11c', 'index': 0}, {'id': 'Y3.11c', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.11c', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.11c', 'index': 3}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.11c', 'index': 4}]"
aiiāϑrəmāi,aiiāϑrimāi,1,ə to i,,False,"[{'id': 'Y3.11c', 'index': 5}, {'id': 'Y3.11d', 'index': 0}]"
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,ə to i,,False,"[{'id': 'Y3.11d', 'index': 1}]"
varəšniharštāica,varšniharštāica,1,ə inserted,,False,"[{'id': 'Y3.11d', 'index': 2}, {'id': 'Y3.11d', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y3.11d', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y3.11d', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y3.11d', 'index': 6}]"
